"id","state","city","subdistrict","jne_code","sicepat_origin_code","sicepat_destination_code","anteraja_code","jet_code","is_active"
"5554","Papua Barat","Kab. Tambrauw","Miyah","SOQ20618",NULL,"DJJ22720",NULL,NULL,"1"
"5555","Papua Barat","Kab. Tambrauw","Mubrani","SOQ20618",NULL,"DJJ22717",NULL,NULL,"1"
"5556","Papua Barat","Kab. Tambrauw","Senopi","SOQ20618",NULL,"DJJ22715",NULL,NULL,"1"
"5557","Papua Barat","Kab. Tambrauw","Yembun","SOQ20618",NULL,"DJJ22710",NULL,NULL,"1"
"5558","Papua Barat","Kab. Tambrauw","Amberbaken Barat","SOQ20618",NULL,"DJJ22732",NULL,NULL,"1"
"5559","Papua Barat","Kab. Tambrauw","Ases","SOQ20618",NULL,"DJJ22731",NULL,NULL,"1"
"5560","Papua Barat","Kab. Tambrauw","Bamusbama","SOQ20618",NULL,"DJJ22730",NULL,NULL,"1"
"5561","Papua Barat","Kab. Tambrauw","Bikar","SOQ20618",NULL,"DJJ22729",NULL,NULL,"1"
"5562","Papua Barat","Kab. Tambrauw","Ireres","SOQ20618",NULL,"DJJ22728",NULL,NULL,"1"
"5563","Papua Barat","Kab. Tambrauw","Kasi","SOQ20618",NULL,"DJJ22727",NULL,NULL,"1"
"5564","Papua Barat","Kab. Tambrauw","Kebar Selatan","SOQ20618",NULL,"DJJ22726",NULL,NULL,"1"
"5565","Papua Barat","Kab. Tambrauw","Kebar Timur","SOQ20618",NULL,"DJJ22725",NULL,NULL,"1"
"5566","Papua Barat","Kab. Tambrauw","Kwesefo","SOQ20618",NULL,"DJJ22724",NULL,NULL,"1"
"5567","Papua Barat","Kab. Tambrauw","Kwoor","SOQ20618",NULL,"DJJ22723",NULL,NULL,"1"
"5568","Papua Barat","Kab. Tambrauw","Manekar","SOQ20618",NULL,"DJJ22722",NULL,NULL,"1"
"5569","Papua Barat","Kab. Tambrauw","Mawabuan","SOQ20618",NULL,"DJJ22721",NULL,NULL,"1"
"5570","Papua Barat","Kab. Tambrauw","Miyah Selatan","SOQ20618",NULL,"DJJ22719",NULL,NULL,"1"
"5571","Papua Barat","Kab. Tambrauw","Mpur","SOQ20618",NULL,"DJJ22718",NULL,NULL,"1"
"5572","Papua Barat","Kab. Tambrauw","Selemkai","SOQ20618",NULL,"DJJ22716",NULL,NULL,"1"
"5573","Papua Barat","Kab. Tambrauw","Syujak","SOQ20618",NULL,"DJJ22714",NULL,NULL,"1"
"5574","Papua Barat","Kab. Tambrauw","Tinggouw","SOQ20618",NULL,"DJJ22713",NULL,NULL,"1"
"5575","Papua Barat","Kab. Tambrauw","Tobouw","SOQ20618",NULL,"DJJ22712",NULL,NULL,"1"
"5576","Papua Barat","Kab. Tambrauw","Wilhem Roumbouts","SOQ20618",NULL,"DJJ22711",NULL,NULL,"1"
"5577","Papua Barat","Kab. Teluk Wondama","Nikiwar","SOQ20607",NULL,"SOQ21610",NULL,NULL,"1"
"5578","Papua Barat","Kab. Teluk Wondama","Roon","SOQ20607",NULL,"SOQ21609",NULL,NULL,"1"
"5579","Papua Barat","Kab. Teluk Wondama","Roswar","SOQ20607",NULL,"SOQ21608",NULL,NULL,"1"
"5580","Papua Barat","Kab. Teluk Wondama","Soug Jaya","SOQ20613",NULL,"SOQ21607",NULL,NULL,"1"
"5581","Papua Barat","Kab. Teluk Wondama","Rasiei","SOQ20607",NULL,"SOQ20600",NULL,NULL,"1"
"5582","Papua Barat","Kab. Maybrat","Aifat Selatan","SOQ20409",NULL,"SOQ20443",NULL,NULL,"1"
"5583","Papua Barat","Kab. Maybrat","Aifat Timur Jauh","SOQ20410",NULL,"SOQ20442",NULL,NULL,"1"
"5584","Papua Barat","Kab. Maybrat","Aifat Timur Selatan","SOQ20411",NULL,"SOQ20441",NULL,NULL,"1"
"5585","Papua Barat","Kab. Maybrat","Aifat Utara","SOQ20413",NULL,"SOQ20439",NULL,NULL,"1"
"5586","Jawa Tengah","Kota Semarang","Banyumanik","SRG10001","SRG","SRG10001","33.74.11",NULL,"1"
"5587","Jawa Tengah","Kota Semarang","Candisari","SRG10002","SRG","SRG10002","33.74.08",NULL,"1"
"5588","Jawa Tengah","Kota Semarang","Gajah Mungkur","SRG10003","SRG","SRG10003","33.74.09",NULL,"1"
"5589","Jawa Tengah","Kota Semarang","Gayamsari","SRG10004","SRG","SRG10004","33.74.04",NULL,"1"
"5590","Jawa Tengah","Kota Semarang","Genuk","SRG10005","SRG","SRG10005","33.74.05",NULL,"1"
"5591","Jawa Tengah","Kota Semarang","Gunungpati","SRG10006","SRG","SRG10006","33.74.12",NULL,"1"
"5592","Jawa Tengah","Kota Semarang","Mijen","SRG10007","SRG","SRG10007","33.74.14",NULL,"1"
"5593","Jawa Tengah","Kota Semarang","Ngaliyan","SRG10008","SRG","SRG10008","33.74.15",NULL,"1"
"5594","Jawa Tengah","Kota Semarang","Pedurungan","SRG10009","SRG","SRG10009","33.74.06",NULL,"1"
"5595","Jawa Tengah","Kota Semarang","Semarang Barat","SRG10010","SRG","SRG10010","33.74.13",NULL,"1"
"5596","Jawa Tengah","Kota Semarang","Semarang Selatan","SRG10011","SRG","SRG10011","33.74.07",NULL,"1"
"5597","Jawa Tengah","Kota Semarang","Semarang Tengah","SRG10012","SRG","SRG10012","33.74.01",NULL,"1"
"5598","Jawa Tengah","Kota Semarang","Semarang Timur","SRG10013","SRG","SRG10013","33.74.03",NULL,"1"
"5599","Jawa Tengah","Kota Semarang","Semarang Utara","SRG10014","SRG","SRG10014","33.74.02",NULL,"1"
"5600","Jawa Tengah","Kota Semarang","Tembalang","SRG10015","SRG","SRG10015","33.74.10",NULL,"1"
"5601","Jawa Tengah","Kota Semarang","Tugu","SRG10016","SRG","SRG10016","33.74.16",NULL,"1"
"5602","Jawa Tengah","Kab. Jepara","Jepara","SRG10100","JPR","SRG10100",NULL,NULL,"1"
"5603","Jawa Tengah","Kab. Jepara","Bangsri","SRG10101","JPR","SRG10101",NULL,NULL,"1"
"5604","Jawa Tengah","Kab. Jepara","Batealit","SRG10102","JPR","SRG10102",NULL,NULL,"1"
"5605","Jawa Tengah","Kab. Jepara","Karimunjawa","SRG10104","JPR","SRG10104",NULL,NULL,"1"
"5606","Jawa Tengah","Kab. Jepara","Kedung","SRG10105","JPR","SRG10105",NULL,NULL,"1"
"5607","Jawa Tengah","Kab. Jepara","Keling","SRG10106","JPR","SRG10106",NULL,NULL,"1"
"5608","Jawa Tengah","Kab. Jepara","Mayong","SRG10107","JPR","SRG10107",NULL,NULL,"1"
"5609","Jawa Tengah","Kab. Jepara","Mlonggo","SRG10108","JPR","SRG10108",NULL,NULL,"1"
"5610","Jawa Tengah","Kab. Jepara","Nalumsari","SRG10109","JPR","SRG10109",NULL,NULL,"1"
"5611","Jawa Tengah","Kab. Jepara","Pecangaan","SRG10110","JPR","SRG10110",NULL,NULL,"1"
"5612","Jawa Tengah","Kab. Jepara","Welahan","SRG10111","JPR","SRG10111",NULL,NULL,"1"
"5613","Jawa Tengah","Kab. Jepara","Kalinyamatan","SRG10112","JPR","SRG10112",NULL,NULL,"1"
"5614","Jawa Tengah","Kab. Jepara","Kembang","SRG10113","JPR","SRG10113",NULL,NULL,"1"
"5615","Jawa Tengah","Kab. Jepara","Tahunan","SRG10114","JPR","SRG10114",NULL,NULL,"1"
"5616","Jawa Tengah","Kab. Jepara","Pakis Aji","SRG10109","JPR","SRG10115",NULL,NULL,"1"
"5617","Jawa Tengah","Kab. Jepara","Donorojo","SRG10102","JPR","SRG10116",NULL,NULL,"1"
"5618","Jawa Tengah","Kab. Kudus","Kudus Kota","SRG10200","KDS","SRG10200","33.19.02",NULL,"1"
"5619","Jawa Tengah","Kab. Kudus","Dawe","SRG10201","KDS","SRG10201",NULL,NULL,"1"
"5620","Jawa Tengah","Kab. Kudus","Jekulo","SRG10202","KDS","SRG10202",NULL,NULL,"1"
"5621","Jawa Tengah","Kab. Kudus","Mejobo","SRG10203","KDS","SRG10203","33.19.05",NULL,"1"
"5622","Jawa Tengah","Kab. Kudus","Undaan","SRG10204","KDS","SRG10204",NULL,NULL,"1"
"5623","Jawa Tengah","Kab. Kudus","Gebog","SRG10205","KDS","SRG10205",NULL,NULL,"1"
"5624","Jawa Tengah","Kab. Kudus","Jati","SRG10206","KDS","SRG10206","33.19.03",NULL,"1"
"5625","Jawa Tengah","Kab. Kudus","Kaliwungu","SRG10207","KDS","SRG10207","33.19.01",NULL,"1"
"5626","Jawa Tengah","Kab. Kudus","Bae","SRG10208","KDS","SRG10208","33.19.07",NULL,"1"
"5627","Jawa Tengah","Kota Pekalongan","Pekalongan Barat","SRG10322","PKL","SRG10322","33.75.01",NULL,"1"
"5628","Jawa Tengah","Kota Pekalongan","Pekalongan Selatan","SRG10323","PKL","SRG10323","33.75.04",NULL,"1"
"5629","Jawa Tengah","Kota Pekalongan","Pekalongan Timur","SRG10324","PKL","SRG10324","33.75.02",NULL,"1"
"5630","Jawa Tengah","Kota Pekalongan","Pekalongan Utara","SRG10325","PKL","SRG10325","33.75.03",NULL,"1"
"5631","Jawa Tengah","Kab. Banyumas","Ajibarang","SRG10401",NULL,"SRG10401",NULL,NULL,"1"
"5632","Jawa Tengah","Kab. Banyumas","Banyumas","SRG10402",NULL,"SRG10402",NULL,NULL,"1"
"5633","Jawa Tengah","Kab. Banyumas","Baturaden","SRG10403",NULL,"SRG10403",NULL,NULL,"1"
"5634","Jawa Tengah","Kab. Banyumas","Cilongok","SRG10404",NULL,"SRG10404",NULL,NULL,"1"
"5635","Jawa Tengah","Kab. Banyumas","Gumelar","SRG10405",NULL,"SRG10405",NULL,NULL,"1"
"5636","Jawa Tengah","Kab. Banyumas","Jatilawang","SRG10406",NULL,"SRG10406",NULL,NULL,"1"
"5637","Jawa Tengah","Kab. Banyumas","Kalibagor","SRG10407",NULL,"SRG10407",NULL,NULL,"1"
"5638","Jawa Tengah","Kab. Banyumas","Karanglewas","SRG10408",NULL,"SRG10408",NULL,NULL,"1"
"5639","Jawa Tengah","Kab. Banyumas","Kebasen","SRG10409",NULL,"SRG10409",NULL,NULL,"1"
"5640","Jawa Tengah","Kab. Banyumas","Kedung Banteng","SRG10410",NULL,"SRG10410",NULL,NULL,"1"
"5641","Jawa Tengah","Kab. Banyumas","Kembaran","SRG10411",NULL,"SRG10411",NULL,NULL,"1"
"5642","Jawa Tengah","Kab. Banyumas","Kemranjen","SRG10412",NULL,"SRG10412",NULL,NULL,"1"
"5643","Jawa Tengah","Kab. Banyumas","Lumbir","SRG10413",NULL,"SRG10413",NULL,NULL,"1"
"5644","Jawa Tengah","Kab. Banyumas","Pekuncen","SRG10414",NULL,"SRG10414",NULL,NULL,"1"
"5645","Jawa Tengah","Kab. Banyumas","Patikraja","SRG10415",NULL,"SRG10415",NULL,NULL,"1"
"5646","Jawa Tengah","Kab. Banyumas","Purwojati","SRG10416",NULL,"SRG10416",NULL,NULL,"1"
"5647","Jawa Tengah","Kab. Banyumas","Rawalo","SRG10417",NULL,"SRG10417",NULL,NULL,"1"
"5648","Jawa Tengah","Kab. Banyumas","Sokaraja","SRG10418",NULL,"SRG10418",NULL,NULL,"1"
"5649","Jawa Tengah","Kab. Banyumas","Somagede","SRG10419",NULL,"SRG10419",NULL,NULL,"1"
"5650","Jawa Tengah","Kab. Banyumas","Sumpiuh","SRG10420",NULL,"SRG10420",NULL,NULL,"1"
"5651","Jawa Tengah","Kab. Banyumas","Sumbang","SRG10421",NULL,"SRG10421",NULL,NULL,"1"
"5652","Jawa Tengah","Kab. Banyumas","Tambak","SRG10422",NULL,"SRG10422",NULL,NULL,"1"
"5653","Jawa Tengah","Kab. Banyumas","Wangon","SRG10423",NULL,"SRG10423",NULL,NULL,"1"
"5654","Jawa Tengah","Kab. Banyumas","Purwokerto Barat","SRG10424","PWT","SRG10424",NULL,NULL,"1"
"5655","Jawa Tengah","Kab. Banyumas","Purwokerto Selatan","SRG10425","PWT","SRG10425",NULL,NULL,"1"
"5656","Jawa Tengah","Kab. Banyumas","Purwokerto Timur","SRG10426","PWT","SRG10426",NULL,NULL,"1"
"5657","Jawa Tengah","Kab. Banyumas","Purwokerto Utara","SRG10427","PWT","SRG10427",NULL,NULL,"1"
"5658","Jawa Tengah","Kab. Batang","Batang","SRG20200",NULL,"SRG20200","33.25.11",NULL,"1"
"5659","Jawa Tengah","Kab. Batang","Bandar","SRG20201",NULL,"SRG20201",NULL,NULL,"1"
"5660","Jawa Tengah","Kab. Batang","Bawang","SRG20202",NULL,"SRG20202",NULL,NULL,"1"
"5661","Jawa Tengah","Kab. Batang","Blado","SRG20203",NULL,"SRG20203",NULL,NULL,"1"
"5662","Jawa Tengah","Kab. Batang","Gringsing","SRG20204",NULL,"SRG20204",NULL,NULL,"1"
"5663","Jawa Tengah","Kab. Batang","Limpung","SRG20205",NULL,"SRG20205",NULL,NULL,"1"
"5664","Jawa Tengah","Kab. Batang","Reban","SRG20206",NULL,"SRG20206",NULL,NULL,"1"
"5665","Jawa Tengah","Kab. Batang","Subah","SRG20207",NULL,"SRG20207",NULL,NULL,"1"
"5666","Jawa Tengah","Kab. Batang","Tersono","SRG20208",NULL,"SRG20208",NULL,NULL,"1"
"5667","Jawa Tengah","Kab. Batang","Tulis","SRG20209",NULL,"SRG20209","33.25.10",NULL,"1"
"5668","Jawa Tengah","Kab. Batang","Warungasem","SRG20210",NULL,"SRG20210","33.25.12",NULL,"1"
"5669","Jawa Tengah","Kab. Batang","Wonotunggal","SRG20211",NULL,"SRG20211",NULL,NULL,"1"
"5670","Jawa Tengah","Kab. Batang","Banyuputih","SRG20212",NULL,"SRG20212",NULL,NULL,"1"
"5671","Jawa Tengah","Kab. Batang","Kandeman","SRG20213",NULL,"SRG20213","33.25.13",NULL,"1"
"5672","Jawa Tengah","Kab. Batang","Pecalungan","SRG20214",NULL,"SRG20214",NULL,NULL,"1"
"5673","Jawa Tengah","Kab. Blora","Blora kota","SRG20300",NULL,"SRG20300",NULL,NULL,"1"
"5674","Jawa Tengah","Kab. Blora","Banjarejo","SRG20301",NULL,"SRG20301",NULL,NULL,"1"
"5675","Jawa Tengah","Kab. Blora","Bogorejo","SRG20302",NULL,"SRG20302",NULL,NULL,"1"
"5676","Jawa Tengah","Kab. Blora","Japah","SRG20303",NULL,"SRG20303",NULL,NULL,"1"
"5677","Jawa Tengah","Kab. Blora","Jepon","SRG20304",NULL,"SRG20304",NULL,NULL,"1"
"5678","Jawa Tengah","Kab. Blora","Kunduran","SRG20305",NULL,"SRG20305",NULL,NULL,"1"
"5679","Jawa Tengah","Kab. Blora","Ngawen","SRG20306",NULL,"SRG20306",NULL,NULL,"1"
"5680","Jawa Tengah","Kab. Blora","Todanan","SRG20307",NULL,"SRG20307",NULL,NULL,"1"
"5681","Jawa Tengah","Kab. Blora","Tunjungan","SRG20308",NULL,"SRG20308",NULL,NULL,"1"
"5682","Jawa Tengah","Kab. Blora","Cepu","SRG20309",NULL,"SRG20309",NULL,NULL,"1"
"5683","Jawa Tengah","Kab. Blora","Jati","SRG20303",NULL,"SRG20310",NULL,NULL,"1"
"5684","Jawa Tengah","Kab. Blora","Jiken","SRG20311",NULL,"SRG20311",NULL,NULL,"1"
"5685","Jawa Tengah","Kab. Blora","Kedungtuban","SRG20312",NULL,"SRG20312",NULL,NULL,"1"
"5686","Jawa Tengah","Kab. Blora","Kradenan","SRG20313",NULL,"SRG20313",NULL,NULL,"1"
"5687","Jawa Tengah","Kab. Blora","Randublatung","SRG20314",NULL,"SRG20314",NULL,NULL,"1"
"5688","Jawa Tengah","Kab. Blora","Sambong","SRG20315",NULL,"SRG20315",NULL,NULL,"1"
"5689","Jawa Timur","Kab. Bojonegoro","Bojonegoro","SRG20400","BJN","SRG20400","35.22.15",NULL,"1"
"5690","Jawa Timur","Kab. Bojonegoro","Balen","SRG20401","BJN","SRG20401","35.22.13",NULL,"1"
"5691","Jawa Timur","Kab. Bojonegoro","Baureno","SRG20402","BJN","SRG20402",NULL,NULL,"1"
"5692","Jawa Timur","Kab. Bojonegoro","Bubulan","SRG20403","BJN","SRG20403",NULL,NULL,"1"
"5693","Jawa Timur","Kab. Bojonegoro","Dander","SRG20404","BJN","SRG20404","35.22.06",NULL,"1"
"5694","Jawa Timur","Kab. Bojonegoro","Kalitidu","SRG20405","BJN","SRG20405","35.22.16",NULL,"1"
"5695","Jawa Timur","Kab. Bojonegoro","Kanor","SRG20406","BJN","SRG20406",NULL,NULL,"1"
"5696","Jawa Timur","Kab. Bojonegoro","Kapas","SRG20407","BJN","SRG20407","35.22.14",NULL,"1"
"5697","Jawa Timur","Kab. Bojonegoro","Kasiman","SRG20408","BJN","SRG20408",NULL,NULL,"1"
"5698","Jawa Timur","Kab. Bojonegoro","Kedungadem","SRG20409","BJN","SRG20409",NULL,NULL,"1"
"5699","Jawa Timur","Kab. Bojonegoro","Kepoh Baru","SRG20410","BJN","SRG20410",NULL,NULL,"1"
"5700","Jawa Timur","Kab. Bojonegoro","Malo","SRG20411","BJN","SRG20411",NULL,NULL,"1"
"5701","Jawa Timur","Kab. Bojonegoro","Margomulyo","SRG20412","BJN","SRG20412",NULL,NULL,"1"
"5702","Jawa Timur","Kab. Bojonegoro","Ngambon","SRG20413","BJN","SRG20413",NULL,NULL,"1"
"5703","Jawa Timur","Kab. Bojonegoro","Ngasem","SRG20414","BJN","SRG20414",NULL,NULL,"1"
"5704","Jawa Timur","Kab. Bojonegoro","Ngraho","SRG20415","BJN","SRG20415",NULL,NULL,"1"
"5705","Jawa Timur","Kab. Bojonegoro","Padangan","SRG20416","BJN","SRG20416",NULL,NULL,"1"
"5706","Jawa Timur","Kab. Bojonegoro","Purwosari","SRG20417","BJN","SRG20417",NULL,NULL,"1"
"5707","Jawa Timur","Kab. Bojonegoro","Sugihwaras","SRG20418","BJN","SRG20418",NULL,NULL,"1"
"5708","Jawa Timur","Kab. Bojonegoro","Sumberrejo","SRG20419","BJN","SRG20419",NULL,NULL,"1"
"5709","Jawa Timur","Kab. Bojonegoro","Tambakrejo","SRG20420","BJN","SRG20420",NULL,NULL,"1"
"5710","Jawa Timur","Kab. Bojonegoro","Temayang","SRG20421","BJN","SRG20421",NULL,NULL,"1"
"5711","Jawa Timur","Kab. Bojonegoro","Trucuk","SRG20422","BJN","SRG20422","35.22.23",NULL,"1"
"5712","Jawa Timur","Kab. Bojonegoro","Kedewan","SRG20424","BJN","SRG20424",NULL,NULL,"1"
"5713","Jawa Timur","Kab. Bojonegoro","Sekar","SRG20425","BJN","SRG20425",NULL,NULL,"1"
"5714","Jawa Timur","Kab. Bojonegoro","Sukosewu","SRG20426","BJN","SRG20426","35.22.24",NULL,"1"
"5715","Jawa Timur","Kab. Bojonegoro","Gondang","SRG20427","BJN","SRG20427",NULL,NULL,"1"
"5716","Jawa Timur","Kab. Bojonegoro","Gayam","SRG20404","BJN","SRG20428",NULL,NULL,"1"
"5717","Jawa Tengah","Kab. Brebes","Brebes","SRG20500",NULL,"SRG20500","33.29.09",NULL,"1"
"5718","Jawa Tengah","Kab. Brebes","Banjarharjo","SRG20501",NULL,"SRG20501",NULL,NULL,"1"
"5719","Jawa Tengah","Kab. Brebes","Bantarkawung","SRG20502",NULL,"SRG20502",NULL,NULL,"1"
"5720","Jawa Tengah","Kab. Brebes","Bulakamba","SRG20503",NULL,"SRG20503","33.29.14",NULL,"1"
"5721","Jawa Tengah","Kab. Brebes","Bumiayu","SRG20504",NULL,"SRG20504",NULL,NULL,"1"
"5722","Jawa Tengah","Kab. Brebes","Jatibarang","SRG20505",NULL,"SRG20505","33.29.07",NULL,"1"
"5723","Jawa Tengah","Kab. Brebes","Kersana","SRG20506",NULL,"SRG20506",NULL,NULL,"1"
"5724","Jawa Tengah","Kab. Brebes","Ketanggungan","SRG20507",NULL,"SRG20507",NULL,NULL,"1"
"5725","Jawa Tengah","Kab. Brebes","Larangan","SRG20508",NULL,"SRG20508",NULL,NULL,"1"
"5726","Jawa Tengah","Kab. Brebes","Losari","SRG20509",NULL,"SRG20509",NULL,NULL,"1"
"5727","Jawa Tengah","Kab. Brebes","Paguyangan","SRG20510",NULL,"SRG20510",NULL,NULL,"1"
"5728","Jawa Tengah","Kab. Brebes","Salem","SRG20511",NULL,"SRG20511",NULL,NULL,"1"
"5729","Jawa Tengah","Kab. Brebes","Sirampog","SRG20512",NULL,"SRG20512",NULL,NULL,"1"
"5730","Jawa Tengah","Kab. Brebes","Songgom","SRG20513",NULL,"SRG20513",NULL,NULL,"1"
"5731","Jawa Tengah","Kab. Brebes","Tanjung","SRG20514",NULL,"SRG20514",NULL,NULL,"1"
"5732","Jawa Tengah","Kab. Brebes","Tonjong","SRG20515",NULL,"SRG20515",NULL,NULL,"1"
"5733","Jawa Tengah","Kab. Brebes","Wanasari","SRG20516",NULL,"SRG20516","33.29.08",NULL,"1"
"5734","Jawa Tengah","Kab. Demak","Demak","SRG20700","DMK","SRG20700","33.21.11",NULL,"1"
"5735","Jawa Tengah","Kab. Demak","Bonang","SRG20701","DMK","SRG20701","33.21.12",NULL,"1"
"5736","Jawa Tengah","Kab. Demak","Dempet","SRG20702","DMK","SRG20702",NULL,NULL,"1"
"5737","Jawa Tengah","Kab. Demak","Gajah","SRG20703","DMK","SRG20703",NULL,NULL,"1"
"5738","Jawa Tengah","Kab. Demak","Guntur","SRG20704","DMK","SRG20704",NULL,NULL,"1"
"5739","Jawa Tengah","Kab. Demak","Karang Tengah","SRG20705","DMK","SRG20705","33.21.05",NULL,"1"
"5740","Jawa Tengah","Kab. Demak","Karangawen","SRG20706","DMK","SRG20706",NULL,NULL,"1"
"5741","Jawa Tengah","Kab. Demak","Karanganyar","SRG20707","DMK","SRG20707",NULL,NULL,"1"
"5742","Jawa Tengah","Kab. Demak","Mijen","SRG20713","DMK","SRG20708",NULL,NULL,"1"
"5743","Jawa Tengah","Kab. Demak","Mranggen","SRG20709","DMK","SRG20709",NULL,NULL,"1"
"5744","Jawa Tengah","Kab. Demak","Sayung","SRG20710","DMK","SRG20710",NULL,NULL,"1"
"5745","Jawa Tengah","Kab. Demak","Wedung","SRG20711","DMK","SRG20711",NULL,NULL,"1"
"5746","Jawa Tengah","Kab. Demak","Wonosalam","SRG20712","DMK","SRG20712","33.21.06",NULL,"1"
"5747","Jawa Tengah","Kab. Demak","Kebonagung","SRG20713","DMK","SRG20713",NULL,NULL,"1"
"5748","Jawa Tengah","Kab. Kendal","Kendal","SRG20800",NULL,"SRG20800","33.24.15",NULL,"1"
"5749","Jawa Tengah","Kab. Kendal","Boja","SRG20801",NULL,"SRG20801",NULL,NULL,"1"
"5750","Jawa Tengah","Kab. Kendal","Brangsong","SRG20802",NULL,"SRG20802","33.24.09",NULL,"1"
"5751","Jawa Tengah","Kab. Kendal","Cepiring","SRG20803",NULL,"SRG20803",NULL,NULL,"1"
"5752","Jawa Tengah","Kab. Kendal","Gemuh","SRG20805",NULL,"SRG20805",NULL,NULL,"1"
"5753","Jawa Tengah","Kab. Kendal","Kaliwungu","SRG20805",NULL,"SRG20806","33.24.08",NULL,"1"
"5754","Jawa Tengah","Kab. Kendal","Limbangan","SRG20807",NULL,"SRG20807",NULL,NULL,"1"
"5755","Jawa Tengah","Kab. Kendal","Pagerruyung","SRG20808",NULL,"SRG20808",NULL,NULL,"1"
"5756","Jawa Tengah","Kab. Kendal","Patebon","SRG20809",NULL,"SRG20809","33.24.14",NULL,"1"
"5757","Jawa Tengah","Kab. Kendal","Patean","SRG20810",NULL,"SRG20810",NULL,NULL,"1"
"5758","Jawa Tengah","Kab. Kendal","Pegandon","SRG20811",NULL,"SRG20811","33.24.19",NULL,"1"
"5759","Jawa Tengah","Kab. Kendal","Plantungan","SRG20812",NULL,"SRG20812",NULL,NULL,"1"
"5760","Jawa Tengah","Kab. Kendal","Sukorejo","SRG20814",NULL,"SRG20814",NULL,NULL,"1"
"5761","Jawa Tengah","Kab. Kendal","Weleri","SRG20816",NULL,"SRG20816",NULL,NULL,"1"
"5762","Jawa Tengah","Kab. Kendal","Kangkung","SRG20817",NULL,"SRG20817",NULL,NULL,"1"
"5763","Jawa Tengah","Kab. Kendal","Ngampel","SRG20819",NULL,"SRG20819","33.24.19",NULL,"1"
"5764","Jawa Tengah","Kab. Kendal","Ringinarum","SRG20820",NULL,"SRG20820",NULL,NULL,"1"
"5765","Jawa Tengah","Kab. Kendal","Rowosari","SRG20821",NULL,"SRG20821",NULL,NULL,"1"
"5766","Jawa Tengah","Kab. Kendal","Singorojo","SRG20822",NULL,"SRG20822",NULL,NULL,"1"
"5767","Jawa Tengah","Kab. Kendal","Kaliwungu Selatan","SRG20805",NULL,"SRG20823",NULL,NULL,"1"
"5768","Jawa Tengah","Kab. Pati","Pati","SRG20900","PAT","SRG20900","33.18.10",NULL,"1"
"5769","Jawa Tengah","Kab. Pati","Batangan","SRG20901","PAT","SRG20901",NULL,NULL,"1"
"5770","Jawa Tengah","Kab. Pati","Cluwak","SRG20902","PAT","SRG20902",NULL,NULL,"1"
"5771","Jawa Tengah","Kab. Pati","Dukuhseti","SRG20903","PAT","SRG20903",NULL,NULL,"1"
"5772","Jawa Tengah","Kab. Pati","Gabus","SRG20904","PAT","SRG20904","33.18.11",NULL,"1"
"5773","Jawa Tengah","Kab. Pati","Gembong","SRG20905","PAT","SRG20905",NULL,NULL,"1"
"5774","Jawa Tengah","Kab. Pati","Gunungwungkal","SRG20906","PAT","SRG20906",NULL,NULL,"1"
"5775","Jawa Tengah","Kab. Pati","Jaken","SRG20907","PAT","SRG20907",NULL,NULL,"1"
"5776","Jawa Tengah","Kab. Pati","Jakenan","SRG20908","PAT","SRG20908","33.18.09",NULL,"1"
"5777","Jawa Tengah","Kab. Pati","Juwana","SRG20909","PAT","SRG20909","33.18.08",NULL,"1"
"5778","Jawa Tengah","Kab. Pati","Kayen","SRG20910","PAT","SRG20910",NULL,NULL,"1"
"5779","Jawa Tengah","Kab. Pati","Margorejo","SRG20911","PAT","SRG20911","33.18.12",NULL,"1"
"5780","Jawa Tengah","Kab. Pati","Margoyoso","SRG20912","PAT","SRG20912",NULL,NULL,"1"
"5781","Jawa Tengah","Kab. Pati","Pucakwangi","SRG20913","PAT","SRG20913",NULL,NULL,"1"
"5782","Jawa Tengah","Kab. Pati","Sukolilo","SRG20914","PAT","SRG20914",NULL,NULL,"1"
"5783","Jawa Tengah","Kab. Pati","Tambakromo","SRG20915","PAT","SRG20915",NULL,NULL,"1"
"5784","Jawa Tengah","Kab. Pati","Tayu","SRG20916","PAT","SRG20916",NULL,NULL,"1"
"5785","Jawa Tengah","Kab. Pati","Tlogowungu","SRG20917","PAT","SRG20917",NULL,NULL,"1"
"5786","Jawa Tengah","Kab. Pati","Trangkil","SRG20918","PAT","SRG20918",NULL,NULL,"1"
"5787","Jawa Tengah","Kab. Pati","Wedarijaksa","SRG20919","PAT","SRG20919",NULL,NULL,"1"
"5788","Jawa Tengah","Kab. Pati","Winong","SRG20920","PAT","SRG20920",NULL,NULL,"1"
"5789","Jawa Tengah","Kab. Pemalang","Pemalang","SRG21000",NULL,"SRG21000","33.27.08",NULL,"1"
"5790","Jawa Tengah","Kab. Pemalang","Ampelgading","SRG21001",NULL,"SRG21001",NULL,NULL,"1"
"5791","Jawa Tengah","Kab. Pemalang","Bantarbolang","SRG21002",NULL,"SRG21002",NULL,NULL,"1"
"5792","Jawa Tengah","Kab. Pemalang","Belik","SRG21003",NULL,"SRG21003",NULL,NULL,"1"
"5793","Jawa Tengah","Kab. Pemalang","Bodeh","SRG21004",NULL,"SRG21004",NULL,NULL,"1"
"5794","Jawa Tengah","Kab. Pemalang","Comal","SRG21005",NULL,"SRG21005",NULL,NULL,"1"
